"fechaSen","fechaEjec","accion","precioEjec","regla"
"2014-03-25","2014-03-26","Compra",39977.6049318912,"IF MFI.14 is (41.8,46.1] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2014-04-01","2014-04-02","Venta por banda superior",40587.6924754612,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2014-04-02","2014-04-03","Compra",40769.9460794775,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2014-05-06","2014-05-07","Venta por banda superior",41493.5724904838,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2014-05-15","2014-05-16","Compra",41892.139096805,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2014-06-06","2014-06-09","Venta por banda superior",42845.3330563913,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2014-06-09","2014-06-10","Compra",43042.6977739387,"IF MFI.14 is (58.7,64.2] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2014-07-14","2014-07-15","Venta por banda superior",43860.244497195,"IF Comm.Chan.20.0.015 is (86.3, Inf] THEN  is -1; (supportSize=6; laplace=0.75)"
"2014-07-15","2014-07-16","Compra",44081.048896735,"IF Dif.Aroon.25 is (76.5, Inf] THEN  is 1; (supportSize=4; laplace=0.833333333333333)"
"2014-07-25","2014-07-25","Venta fin periodo",44305.0457226563,"No aplica"
